Country Name,Country Code,Indicator Name,Indicator Code,year_int,value
Luxembourg,LUX,Voice and Accountability: Estimate,VA.EST,2006,1.54720115661621
Malta,MLT,Control of Corruption: Estimate,CC.EST,2006,1.00268542766571
Malta,MLT,Government Effectiveness: Estimate,GE.EST,2006,1.0186265707016
Malta,MLT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2006,1.23125755786896
Malta,MLT,Regulatory Quality: Estimate,RQ.EST,2006,1.1148647069931
Malta,MLT,Rule of Law: Estimate,RL.EST,2006,1.55562663078308
Malta,MLT,Voice and Accountability: Estimate,VA.EST,2006,1.20378243923187
Netherlands,NLD,Control of Corruption: Estimate,CC.EST,2006,2.0405261516571
Netherlands,NLD,Government Effectiveness: Estimate,GE.EST,2006,1.78492248058319
Netherlands,NLD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2006,0.902736186981201
Netherlands,NLD,Regulatory Quality: Estimate,RQ.EST,2006,1.68260562419891
Netherlands,NLD,Rule of Law: Estimate,RL.EST,2006,1.76974618434906
Netherlands,NLD,Voice and Accountability: Estimate,VA.EST,2006,1.53982102870941
Poland,POL,Control of Corruption: Estimate,CC.EST,2006,0.256550550460815
Poland,POL,Government Effectiveness: Estimate,GE.EST,2006,0.332138866186142
Poland,POL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2006,0.354031831026077
Poland,POL,Regulatory Quality: Estimate,RQ.EST,2006,0.701598584651947
Poland,POL,Rule of Law: Estimate,RL.EST,2006,0.382761627435684
Poland,POL,Voice and Accountability: Estimate,VA.EST,2006,0.803532481193542
Portugal,PRT,Control of Corruption: Estimate,CC.EST,2006,1.00923573970795
Portugal,PRT,Government Effectiveness: Estimate,GE.EST,2006,0.867630779743195
Portugal,PRT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2006,0.952390611171722
Portugal,PRT,Regulatory Quality: Estimate,RQ.EST,2006,1.06492900848389
Portugal,PRT,Rule of Law: Estimate,RL.EST,2006,0.975267469882965
Portugal,PRT,Voice and Accountability: Estimate,VA.EST,2006,1.23266172409058
Romania,ROU,Control of Corruption: Estimate,CC.EST,2006,-0.209158509969711
Romania,ROU,Government Effectiveness: Estimate,GE.EST,2006,-0.189176306128502
Romania,ROU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2006,0.148430079221725
Romania,ROU,Regulatory Quality: Estimate,RQ.EST,2006,0.441958904266357
Romania,ROU,Rule of Law: Estimate,RL.EST,2006,-0.134708419442177
Romania,ROU,Voice and Accountability: Estimate,VA.EST,2006,0.51797342300415
Slovak Republic,SVK,Control of Corruption: Estimate,CC.EST,2006,0.375256955623627
Slovak Republic,SVK,Government Effectiveness: Estimate,GE.EST,2006,0.828100264072418
Slovak Republic,SVK,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2006,0.784178674221039
Slovak Republic,SVK,Regulatory Quality: Estimate,RQ.EST,2006,1.08478224277496
Slovak Republic,SVK,Rule of Law: Estimate,RL.EST,2006,0.488393604755402
Slovak Republic,SVK,Voice and Accountability: Estimate,VA.EST,2006,0.93112325668335
Slovenia,SVN,Control of Corruption: Estimate,CC.EST,2006,1.02647280693054
Slovenia,SVN,Government Effectiveness: Estimate,GE.EST,2006,0.954627931118011
Slovenia,SVN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2006,1.08572900295258
Slovenia,SVN,Regulatory Quality: Estimate,RQ.EST,2006,0.794790148735046
Slovenia,SVN,Rule of Law: Estimate,RL.EST,2006,0.899841070175171
Slovenia,SVN,Voice and Accountability: Estimate,VA.EST,2006,1.06961452960968
Spain,ESP,Control of Corruption: Estimate,CC.EST,2006,1.17766547203064
Spain,ESP,Government Effectiveness: Estimate,GE.EST,2006,0.830167770385742
Spain,ESP,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2006,-0.150648653507233
Spain,ESP,Regulatory Quality: Estimate,RQ.EST,2006,1.17664575576782
Spain,ESP,Rule of Law: Estimate,RL.EST,2006,1.11987686157227
Spain,ESP,Voice and Accountability: Estimate,VA.EST,2006,1.07872498035431
Sweden,SWE,Control of Corruption: Estimate,CC.EST,2006,2.18632340431213
Sweden,SWE,Government Effectiveness: Estimate,GE.EST,2006,1.80057287216187
Sweden,SWE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2006,1.29393398761749
Sweden,SWE,Regulatory Quality: Estimate,RQ.EST,2006,1.43954706192017
Sweden,SWE,Rule of Law: Estimate,RL.EST,2006,1.85117638111115
Sweden,SWE,Voice and Accountability: Estimate,VA.EST,2006,1.48571825027466
Austria,AUT,Control of Corruption: Estimate,CC.EST,2007,2.00334525108337
Austria,AUT,Government Effectiveness: Estimate,GE.EST,2007,1.86356592178345
Austria,AUT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2007,1.284419298172
Austria,AUT,Regulatory Quality: Estimate,RQ.EST,2007,1.69116389751434
Austria,AUT,Rule of Law: Estimate,RL.EST,2007,1.94182562828064
Austria,AUT,Voice and Accountability: Estimate,VA.EST,2007,1.36926245689392
Belgium,BEL,Control of Corruption: Estimate,CC.EST,2007,1.34741532802582
Belgium,BEL,Government Effectiveness: Estimate,GE.EST,2007,1.60233938694
Belgium,BEL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2007,0.757325053215027
Belgium,BEL,Regulatory Quality: Estimate,RQ.EST,2007,1.42054414749146
Belgium,BEL,Rule of Law: Estimate,RL.EST,2007,1.31538724899292
Belgium,BEL,Voice and Accountability: Estimate,VA.EST,2007,1.36077105998993
Bulgaria,BGR,Control of Corruption: Estimate,CC.EST,2007,-0.231792405247688
Bulgaria,BGR,Government Effectiveness: Estimate,GE.EST,2007,-0.121084287762642
Bulgaria,BGR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2007,0.357635468244553
Bulgaria,BGR,Regulatory Quality: Estimate,RQ.EST,2007,0.643360614776611
Bulgaria,BGR,Rule of Law: Estimate,RL.EST,2007,-0.0576844252645969
Bulgaria,BGR,Voice and Accountability: Estimate,VA.EST,2007,0.69093531370163
Croatia,HRV,Control of Corruption: Estimate,CC.EST,2007,0.0590379722416401
Croatia,HRV,Government Effectiveness: Estimate,GE.EST,2007,0.456446975469589
Croatia,HRV,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2007,0.60539698600769
Croatia,HRV,Regulatory Quality: Estimate,RQ.EST,2007,0.411397367715836
Croatia,HRV,Rule of Law: Estimate,RL.EST,2007,0.0384777560830116
Croatia,HRV,Voice and Accountability: Estimate,VA.EST,2007,0.517976045608521
Cyprus,CYP,Control of Corruption: Estimate,CC.EST,2007,1.07337045669556
Cyprus,CYP,Government Effectiveness: Estimate,GE.EST,2007,1.42116558551788
Cyprus,CYP,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2007,0.537055730819702
Cyprus,CYP,Regulatory Quality: Estimate,RQ.EST,2007,1.33180058002472
Cyprus,CYP,Rule of Law: Estimate,RL.EST,2007,1.10558974742889
Cyprus,CYP,Voice and Accountability: Estimate,VA.EST,2007,1.06665575504303
Czechia,CZE,Control of Corruption: Estimate,CC.EST,2007,0.321369081735611
Czechia,CZE,Government Effectiveness: Estimate,GE.EST,2007,0.845191836357117
Czechia,CZE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2007,1.0154139995575
Czechia,CZE,Regulatory Quality: Estimate,RQ.EST,2007,1.0531712770462
Czechia,CZE,Rule of Law: Estimate,RL.EST,2007,0.878743946552277
Czechia,CZE,Voice and Accountability: Estimate,VA.EST,2007,0.995283782482147
Denmark,DNK,Control of Corruption: Estimate,CC.EST,2007,2.43483400344849
Denmark,DNK,Government Effectiveness: Estimate,GE.EST,2007,2.34719085693359
Denmark,DNK,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2007,1.1181892156601
Denmark,DNK,Regulatory Quality: Estimate,RQ.EST,2007,1.92670845985413
Denmark,DNK,Rule of Law: Estimate,RL.EST,2007,1.99517047405243
Denmark,DNK,Voice and Accountability: Estimate,VA.EST,2007,1.47770440578461
Estonia,EST,Control of Corruption: Estimate,CC.EST,2007,0.967807710170746
Estonia,EST,Government Effectiveness: Estimate,GE.EST,2007,1.00763607025146
Estonia,EST,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2007,0.634109556674957
Estonia,EST,Regulatory Quality: Estimate,RQ.EST,2007,1.32278323173523
Estonia,EST,Rule of Law: Estimate,RL.EST,2007,1.12227547168732
Estonia,EST,Voice and Accountability: Estimate,VA.EST,2007,1.07301092147827
Finland,FIN,Control of Corruption: Estimate,CC.EST,2007,2.38947749137878
Finland,FIN,Government Effectiveness: Estimate,GE.EST,2007,1.96812081336975
Finland,FIN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2007,1.48869705200195
Finland,FIN,Regulatory Quality: Estimate,RQ.EST,2007,1.54888129234314
Finland,FIN,Rule of Law: Estimate,RL.EST,2007,1.89684998989105
Finland,FIN,Voice and Accountability: Estimate,VA.EST,2007,1.4602267742157
France,FRA,Control of Corruption: Estimate,CC.EST,2007,1.45600175857544
France,FRA,Government Effectiveness: Estimate,GE.EST,2007,1.46457493305206
France,FRA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2007,0.563000798225403
France,FRA,Regulatory Quality: Estimate,RQ.EST,2007,1.28756642341614
France,FRA,Rule of Law: Estimate,RL.EST,2007,1.45637440681458
France,FRA,Voice and Accountability: Estimate,VA.EST,2007,1.2597668170929
Germany,DEU,Control of Corruption: Estimate,CC.EST,2007,1.72651934623718
Germany,DEU,Government Effectiveness: Estimate,GE.EST,2007,1.63131237030029
Germany,DEU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2007,0.995823800563812
Germany,DEU,Regulatory Quality: Estimate,RQ.EST,2007,1.61616551876068
Germany,DEU,Rule of Law: Estimate,RL.EST,2007,1.75559067726135
Germany,DEU,Voice and Accountability: Estimate,VA.EST,2007,1.33647847175598
Greece,GRC,Control of Corruption: Estimate,CC.EST,2007,0.261930704116821
Greece,GRC,Government Effectiveness: Estimate,GE.EST,2007,0.551828980445862
Greece,GRC,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2007,0.523507833480835
Greece,GRC,Regulatory Quality: Estimate,RQ.EST,2007,0.894383370876312
Greece,GRC,Rule of Law: Estimate,RL.EST,2007,0.859287738800049
Greece,GRC,Voice and Accountability: Estimate,VA.EST,2007,0.983873903751373
Hungary,HUN,Control of Corruption: Estimate,CC.EST,2007,0.595291078090668
Hungary,HUN,Government Effectiveness: Estimate,GE.EST,2007,0.691066801548004
Hungary,HUN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2007,0.747096717357635
Hungary,HUN,Regulatory Quality: Estimate,RQ.EST,2007,1.20607209205627
Hungary,HUN,Rule of Law: Estimate,RL.EST,2007,0.941449284553528
Hungary,HUN,Voice and Accountability: Estimate,VA.EST,2007,1.04105567932129
Ireland,IRL,Control of Corruption: Estimate,CC.EST,2007,1.7392373085022
Ireland,IRL,Government Effectiveness: Estimate,GE.EST,2007,1.55425381660461
Ireland,IRL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2007,1.21519267559052
Ireland,IRL,Regulatory Quality: Estimate,RQ.EST,2007,1.85081696510315
Ireland,IRL,Rule of Law: Estimate,RL.EST,2007,1.72822141647339
Ireland,IRL,Voice and Accountability: Estimate,VA.EST,2007,1.39714181423187
Italy,ITA,Control of Corruption: Estimate,CC.EST,2007,0.33118924498558
Italy,ITA,Government Effectiveness: Estimate,GE.EST,2007,0.191648334264755
Italy,ITA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2007,0.446970045566559
Italy,ITA,Regulatory Quality: Estimate,RQ.EST,2007,0.940306901931763
Italy,ITA,Rule of Law: Estimate,RL.EST,2007,0.467548191547394
Italy,ITA,Voice and Accountability: Estimate,VA.EST,2007,1.11190748214722
Latvia,LVA,Control of Corruption: Estimate,CC.EST,2007,0.338474422693253
Latvia,LVA,Government Effectiveness: Estimate,GE.EST,2007,0.42527824640274
Latvia,LVA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2007,0.561930537223816
Latvia,LVA,Regulatory Quality: Estimate,RQ.EST,2007,0.954827308654785
Latvia,LVA,Rule of Law: Estimate,RL.EST,2007,0.715804815292358
Latvia,LVA,Voice and Accountability: Estimate,VA.EST,2007,0.828915297985077
Lithuania,LTU,Control of Corruption: Estimate,CC.EST,2007,0.10320233553648
Lithuania,LTU,Government Effectiveness: Estimate,GE.EST,2007,0.655761361122131
Lithuania,LTU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2007,0.817851543426514
Lithuania,LTU,Regulatory Quality: Estimate,RQ.EST,2007,1.01003611087799
Lithuania,LTU,Rule of Law: Estimate,RL.EST,2007,0.685900151729584
Lithuania,LTU,Voice and Accountability: Estimate,VA.EST,2007,0.886551916599274
Luxembourg,LUX,Control of Corruption: Estimate,CC.EST,2007,1.96152448654175
Luxembourg,LUX,Government Effectiveness: Estimate,GE.EST,2007,1.5860413312912
Luxembourg,LUX,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2007,1.48371803760529
Luxembourg,LUX,Regulatory Quality: Estimate,RQ.EST,2007,1.73761868476868
Luxembourg,LUX,Rule of Law: Estimate,RL.EST,2007,1.74790990352631
Luxembourg,LUX,Voice and Accountability: Estimate,VA.EST,2007,1.53769946098328
Malta,MLT,Control of Corruption: Estimate,CC.EST,2007,1.01598310470581
Malta,MLT,Government Effectiveness: Estimate,GE.EST,2007,1.19997453689575
Malta,MLT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2007,1.26963186264038
Malta,MLT,Regulatory Quality: Estimate,RQ.EST,2007,1.14441573619843
Malta,MLT,Rule of Law: Estimate,RL.EST,2007,1.61292576789856
Malta,MLT,Voice and Accountability: Estimate,VA.EST,2007,1.2426346540451
Netherlands,NLD,Control of Corruption: Estimate,CC.EST,2007,2.15947222709656
Netherlands,NLD,Government Effectiveness: Estimate,GE.EST,2007,1.72176647186279
Netherlands,NLD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2007,0.778468787670135
Netherlands,NLD,Regulatory Quality: Estimate,RQ.EST,2007,1.80043852329254
Netherlands,NLD,Rule of Law: Estimate,RL.EST,2007,1.76987528800964
Netherlands,NLD,Voice and Accountability: Estimate,VA.EST,2007,1.52343332767487
Poland,POL,Control of Corruption: Estimate,CC.EST,2007,0.283813983201981
Poland,POL,Government Effectiveness: Estimate,GE.EST,2007,0.358851343393326
Poland,POL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2007,0.682846009731293
Poland,POL,Regulatory Quality: Estimate,RQ.EST,2007,0.768656671047211
Poland,POL,Rule of Law: Estimate,RL.EST,2007,0.409072279930115
Poland,POL,Voice and Accountability: Estimate,VA.EST,2007,0.879502356052399
Portugal,PRT,Control of Corruption: Estimate,CC.EST,2007,1.02880275249481
Portugal,PRT,Government Effectiveness: Estimate,GE.EST,2007,0.894493699073792
Portugal,PRT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2007,0.821809351444244
Portugal,PRT,Regulatory Quality: Estimate,RQ.EST,2007,1.08140778541565
Portugal,PRT,Rule of Law: Estimate,RL.EST,2007,1.00311207771301
Portugal,PRT,Voice and Accountability: Estimate,VA.EST,2007,1.23142063617706
Romania,ROU,Control of Corruption: Estimate,CC.EST,2007,-0.230330780148506
Romania,ROU,Government Effectiveness: Estimate,GE.EST,2007,-0.352275401353836
Romania,ROU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2007,0.198067933320999
Romania,ROU,Regulatory Quality: Estimate,RQ.EST,2007,0.506391942501068
Romania,ROU,Rule of Law: Estimate,RL.EST,2007,-0.105703733861446
Romania,ROU,Voice and Accountability: Estimate,VA.EST,2007,0.498997658491135
Slovak Republic,SVK,Control of Corruption: Estimate,CC.EST,2007,0.296645998954773
Slovak Republic,SVK,Government Effectiveness: Estimate,GE.EST,2007,0.690660715103149
Slovak Republic,SVK,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2007,1.03668713569641
Slovak Republic,SVK,Regulatory Quality: Estimate,RQ.EST,2007,0.974188089370728
Slovak Republic,SVK,Rule of Law: Estimate,RL.EST,2007,0.428628772497177
Slovak Republic,SVK,Voice and Accountability: Estimate,VA.EST,2007,0.947436213493347
Slovenia,SVN,Control of Corruption: Estimate,CC.EST,2007,1.00999546051025
Slovenia,SVN,Government Effectiveness: Estimate,GE.EST,2007,0.888730525970459
Slovenia,SVN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2007,1.0986293554306
Slovenia,SVN,Regulatory Quality: Estimate,RQ.EST,2007,0.800101041793823
Slovenia,SVN,Rule of Law: Estimate,RL.EST,2007,0.945623457431793
Slovenia,SVN,Voice and Accountability: Estimate,VA.EST,2007,1.06297087669373
Spain,ESP,Control of Corruption: Estimate,CC.EST,2007,1.07903242111206
Spain,ESP,Government Effectiveness: Estimate,GE.EST,2007,0.987038195133209
Spain,ESP,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2007,-0.276731640100479
Spain,ESP,Regulatory Quality: Estimate,RQ.EST,2007,1.21525323390961
Spain,ESP,Rule of Law: Estimate,RL.EST,2007,1.1538097858429
Spain,ESP,Voice and Accountability: Estimate,VA.EST,2007,1.12308669090271
Sweden,SWE,Control of Corruption: Estimate,CC.EST,2007,2.23397564888
Sweden,SWE,Government Effectiveness: Estimate,GE.EST,2007,2.01871752738953
Sweden,SWE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2007,1.27147829532623
Sweden,SWE,Regulatory Quality: Estimate,RQ.EST,2007,1.57299721240997
Sweden,SWE,Rule of Law: Estimate,RL.EST,2007,1.89182782173157
Sweden,SWE,Voice and Accountability: Estimate,VA.EST,2007,1.51013612747192
Austria,AUT,Control of Corruption: Estimate,CC.EST,2008,1.8287581205368
Austria,AUT,Government Effectiveness: Estimate,GE.EST,2008,1.77165818214417
Austria,AUT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2008,1.33927059173584
Austria,AUT,Regulatory Quality: Estimate,RQ.EST,2008,1.60645174980164
Austria,AUT,Rule of Law: Estimate,RL.EST,2008,1.91069889068604
Austria,AUT,Voice and Accountability: Estimate,VA.EST,2008,1.35846436023712
Belgium,BEL,Control of Corruption: Estimate,CC.EST,2008,1.36263751983643
Belgium,BEL,Government Effectiveness: Estimate,GE.EST,2008,1.38118207454681
Belgium,BEL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2008,0.620571196079254
Belgium,BEL,Regulatory Quality: Estimate,RQ.EST,2008,1.40567028522491
Belgium,BEL,Rule of Law: Estimate,RL.EST,2008,1.33520579338074
Belgium,BEL,Voice and Accountability: Estimate,VA.EST,2008,1.32498848438263
Bulgaria,BGR,Control of Corruption: Estimate,CC.EST,2008,-0.274787336587906
Bulgaria,BGR,Government Effectiveness: Estimate,GE.EST,2008,-0.172577276825905
Bulgaria,BGR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2008,0.369860708713531
Bulgaria,BGR,Regulatory Quality: Estimate,RQ.EST,2008,0.734121799468994
Bulgaria,BGR,Rule of Law: Estimate,RL.EST,2008,-0.121088020503521
Bulgaria,BGR,Voice and Accountability: Estimate,VA.EST,2008,0.57797634601593
Croatia,HRV,Control of Corruption: Estimate,CC.EST,2008,-0.050504669547081
Croatia,HRV,Government Effectiveness: Estimate,GE.EST,2008,0.572743833065033
Croatia,HRV,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2008,0.573651909828186
Croatia,HRV,Regulatory Quality: Estimate,RQ.EST,2008,0.413963556289673
Croatia,HRV,Rule of Law: Estimate,RL.EST,2008,0.0250067282468081
Croatia,HRV,Voice and Accountability: Estimate,VA.EST,2008,0.467806965112686
Cyprus,CYP,Control of Corruption: Estimate,CC.EST,2008,1.19312751293182
Cyprus,CYP,Government Effectiveness: Estimate,GE.EST,2008,1.5237752199173
Cyprus,CYP,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2008,0.639003932476044
Cyprus,CYP,Regulatory Quality: Estimate,RQ.EST,2008,1.36799836158752
Cyprus,CYP,Rule of Law: Estimate,RL.EST,2008,1.20663857460022
Cyprus,CYP,Voice and Accountability: Estimate,VA.EST,2008,1.08403408527374
Czechia,CZE,Control of Corruption: Estimate,CC.EST,2008,0.343739986419678
Czechia,CZE,Government Effectiveness: Estimate,GE.EST,2008,0.951468646526337
Czechia,CZE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2008,1.04987955093384
Czechia,CZE,Regulatory Quality: Estimate,RQ.EST,2008,1.22245907783508
Czechia,CZE,Rule of Law: Estimate,RL.EST,2008,0.900237202644348
Czechia,CZE,Voice and Accountability: Estimate,VA.EST,2008,1.03275871276855
Denmark,DNK,Control of Corruption: Estimate,CC.EST,2008,2.37640881538391
Denmark,DNK,Government Effectiveness: Estimate,GE.EST,2008,2.2413592338562
Denmark,DNK,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2008,1.06538677215576
Denmark,DNK,Regulatory Quality: Estimate,RQ.EST,2008,1.87364733219147
Denmark,DNK,Rule of Law: Estimate,RL.EST,2008,1.95405626296997
Denmark,DNK,Voice and Accountability: Estimate,VA.EST,2008,1.53830599784851
Estonia,EST,Control of Corruption: Estimate,CC.EST,2008,0.952435076236725
Estonia,EST,Government Effectiveness: Estimate,GE.EST,2008,1.15763688087463
Estonia,EST,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2008,0.571973562240601
Estonia,EST,Regulatory Quality: Estimate,RQ.EST,2008,1.38836634159088
Estonia,EST,Rule of Law: Estimate,RL.EST,2008,1.15543973445892
Estonia,EST,Voice and Accountability: Estimate,VA.EST,2008,1.09165287017822
Finland,FIN,Control of Corruption: Estimate,CC.EST,2008,2.32084584236145
Finland,FIN,Government Effectiveness: Estimate,GE.EST,2008,2.04124021530151
Finland,FIN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2008,1.44586837291718
Finland,FIN,Regulatory Quality: Estimate,RQ.EST,2008,1.61093139648438
Finland,FIN,Rule of Law: Estimate,RL.EST,2008,1.91038119792938
Finland,FIN,Voice and Accountability: Estimate,VA.EST,2008,1.46308124065399
France,FRA,Control of Corruption: Estimate,CC.EST,2008,1.39503479003906
France,FRA,Government Effectiveness: Estimate,GE.EST,2008,1.57403433322906
France,FRA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2008,0.543759167194366
France,FRA,Regulatory Quality: Estimate,RQ.EST,2008,1.28425264358521
France,FRA,Rule of Law: Estimate,RL.EST,2008,1.49627375602722
France,FRA,Voice and Accountability: Estimate,VA.EST,2008,1.30479431152344
Germany,DEU,Control of Corruption: Estimate,CC.EST,2008,1.74589586257935
Germany,DEU,Government Effectiveness: Estimate,GE.EST,2008,1.51405537128448
Germany,DEU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2008,0.943830788135529
Germany,DEU,Regulatory Quality: Estimate,RQ.EST,2008,1.48888456821442
Germany,DEU,Rule of Law: Estimate,RL.EST,2008,1.73402619361877
Germany,DEU,Voice and Accountability: Estimate,VA.EST,2008,1.33677780628204
Greece,GRC,Control of Corruption: Estimate,CC.EST,2008,0.126674965023994
Greece,GRC,Government Effectiveness: Estimate,GE.EST,2008,0.577969372272491
Greece,GRC,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2008,0.267854154109955
Greece,GRC,Regulatory Quality: Estimate,RQ.EST,2008,0.881061792373657
Greece,GRC,Rule of Law: Estimate,RL.EST,2008,0.853603005409241
Greece,GRC,Voice and Accountability: Estimate,VA.EST,2008,0.928211510181427
Hungary,HUN,Control of Corruption: Estimate,CC.EST,2008,0.434097021818161
Hungary,HUN,Government Effectiveness: Estimate,GE.EST,2008,0.695977866649628
Hungary,HUN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2008,0.750263869762421
Hungary,HUN,Regulatory Quality: Estimate,RQ.EST,2008,1.17410326004028
Hungary,HUN,Rule of Law: Estimate,RL.EST,2008,0.913386523723602
Hungary,HUN,Voice and Accountability: Estimate,VA.EST,2008,0.965708434581757
Ireland,IRL,Control of Corruption: Estimate,CC.EST,2008,1.73599350452423
Ireland,IRL,Government Effectiveness: Estimate,GE.EST,2008,1.49149310588837
Ireland,IRL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2008,1.18687438964844
Ireland,IRL,Regulatory Quality: Estimate,RQ.EST,2008,1.91425919532776
Ireland,IRL,Rule of Law: Estimate,RL.EST,2008,1.70412838459015
Ireland,IRL,Voice and Accountability: Estimate,VA.EST,2008,1.42259049415588
Italy,ITA,Control of Corruption: Estimate,CC.EST,2008,0.262665063142776
Italy,ITA,Government Effectiveness: Estimate,GE.EST,2008,0.272778868675232
Italy,ITA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2008,0.547544240951538
Italy,ITA,Regulatory Quality: Estimate,RQ.EST,2008,0.974892854690552
Italy,ITA,Rule of Law: Estimate,RL.EST,2008,0.447921454906464
Italy,ITA,Voice and Accountability: Estimate,VA.EST,2008,1.03202378749847
Latvia,LVA,Control of Corruption: Estimate,CC.EST,2008,0.230154260993004
Latvia,LVA,Government Effectiveness: Estimate,GE.EST,2008,0.521047174930573
Latvia,LVA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2008,0.203508123755455
Latvia,LVA,Regulatory Quality: Estimate,RQ.EST,2008,0.966387450695038
Latvia,LVA,Rule of Law: Estimate,RL.EST,2008,0.777326226234436
Latvia,LVA,Voice and Accountability: Estimate,VA.EST,2008,0.780786275863647
Lithuania,LTU,Control of Corruption: Estimate,CC.EST,2008,0.112552218139172
Lithuania,LTU,Government Effectiveness: Estimate,GE.EST,2008,0.561739921569824
Lithuania,LTU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2008,0.746765077114105
Lithuania,LTU,Regulatory Quality: Estimate,RQ.EST,2008,1.04217767715454
Lithuania,LTU,Rule of Law: Estimate,RL.EST,2008,0.684017598628998
Lithuania,LTU,Voice and Accountability: Estimate,VA.EST,2008,0.849656224250793
Luxembourg,LUX,Control of Corruption: Estimate,CC.EST,2008,1.9571373462677
Luxembourg,LUX,Government Effectiveness: Estimate,GE.EST,2008,1.61668634414673
Luxembourg,LUX,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2008,1.51193952560425
Luxembourg,LUX,Regulatory Quality: Estimate,RQ.EST,2008,1.65803468227386
Luxembourg,LUX,Rule of Law: Estimate,RL.EST,2008,1.78934144973755
Luxembourg,LUX,Voice and Accountability: Estimate,VA.EST,2008,1.54557907581329
Malta,MLT,Control of Corruption: Estimate,CC.EST,2008,0.987337589263916
Malta,MLT,Government Effectiveness: Estimate,GE.EST,2008,1.27120995521545
Malta,MLT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2008,1.27317667007446
Malta,MLT,Regulatory Quality: Estimate,RQ.EST,2008,1.20197856426239
Malta,MLT,Rule of Law: Estimate,RL.EST,2008,1.6136599779129
Malta,MLT,Voice and Accountability: Estimate,VA.EST,2008,1.24973607063293
Netherlands,NLD,Control of Corruption: Estimate,CC.EST,2008,2.1027684211731
Netherlands,NLD,Government Effectiveness: Estimate,GE.EST,2008,1.68715620040894
Netherlands,NLD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2008,0.86355197429657
Netherlands,NLD,Regulatory Quality: Estimate,RQ.EST,2008,1.77511894702911
Netherlands,NLD,Rule of Law: Estimate,RL.EST,2008,1.74962913990021
Netherlands,NLD,Voice and Accountability: Estimate,VA.EST,2008,1.48308551311493
